timestamp,filters,record_count,response_time_ms
2025-12-02 22:23:45,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,229.19058799743647
2025-12-02 22:25:39,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,232.3620319366455
2025-12-02 22:25:48,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,244.9483871459961
2025-12-02 22:30:08,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,248.4800815582276
2025-12-02 22:30:56,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,239.32194709777832
2025-12-02 22:31:01,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,219.7461128234864
2025-12-02 22:33:16,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,228.7900447845459
2025-12-02 22:34:33,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,306.696891784668
2025-12-02 22:35:13,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,243.65806579589844
2025-12-02 22:36:17,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,244.2624568939209
2025-12-02 22:36:20,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,228.54876518249512
2025-12-02 22:39:16,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,261.6093158721924
2025-12-02 22:39:38,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,236.78994178771973
2025-12-02 22:39:42,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,249.91512298583984
2025-12-02 22:39:42,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,219.8550701141357
2025-12-02 22:39:47,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,454.0102481842041
2025-12-02 22:40:00,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,256.3109397888184
2025-12-02 22:40:39,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,240.36073684692383
2025-12-02 22:41:42,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,229.36272621154785
2025-12-02 22:44:25,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,232.25784301757807
2025-12-02 22:46:02,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",50000,224.3213653564453
2025-12-02 22:49:19,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",200000,797.5690364837646
2025-12-02 23:32:00,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",978768,3686.5463256835938
2025-12-03 00:01:15,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",978768,2454.5466899871826
2025-12-03 00:01:24,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",978768,1932.7259063720703
2025-12-03 09:28:07,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",978768,4190.383195877075
2025-12-03 10:30:41,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",978768,4333.44292640686
2025-12-03 10:30:44,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",978768,3799.869060516357
2025-12-03 10:30:49,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",978768,4199.747323989868
2025-12-03 11:27:18,"{""countries"": [], ""year_from"": null, ""year_to"": null, ""property_types"": [], ""price_min"": null, ""price_max"": null}",978768,4463.318109512329
